disease,drug,se
Rheumatoid arthritis,Ibuprofen,Liver function test abnormal
Rheumatoid arthritis,Ibuprofen,Lupus erythematosus
Rheumatoid arthritis,Ibuprofen,Lymphadenopathy
Rheumatoid arthritis,Ibuprofen,Malaise
Rheumatoid arthritis,Ibuprofen,Malnutrition
Rheumatoid arthritis,Ibuprofen,Mediastinal disorder
Rheumatoid arthritis,Ibuprofen,Melaena
Rheumatoid arthritis,Ibuprofen,Meningitis aseptic
Rheumatoid arthritis,Ibuprofen,Meningoencephalitis
Rheumatoid arthritis,Ibuprofen,Menorrhagia
Rheumatoid arthritis,Ibuprofen,Mental disorder
Rheumatoid arthritis,Ibuprofen,Metrorrhagia
Rheumatoid arthritis,Ibuprofen,Mixed connective tissue disease
Rheumatoid arthritis,Ibuprofen,Mood swings
Rheumatoid arthritis,Ibuprofen,Mouth ulceration
Rheumatoid arthritis,Ibuprofen,Myalgia
Rheumatoid arthritis,Ibuprofen,Myocardial infarction
Rheumatoid arthritis,Ibuprofen,Nasal congestion
Rheumatoid arthritis,Ibuprofen,Nausea
Rheumatoid arthritis,Ibuprofen,Neck stiffness
Rheumatoid arthritis,Ibuprofen,Necrolysis epidermal
Rheumatoid arthritis,Ibuprofen,Necrotising fasciitis
Rheumatoid arthritis,Ibuprofen,Necrotizing enterocolitis
Rheumatoid arthritis,Ibuprofen,Neoplasm
Rheumatoid arthritis,Ibuprofen,Nephritis
Rheumatoid arthritis,Ibuprofen,Nephritis interstitial
Rheumatoid arthritis,Ibuprofen,Nephrotic syndrome
Rheumatoid arthritis,Ibuprofen,Nephrotoxicity
Rheumatoid arthritis,Ibuprofen,Nervous system disorder
Rheumatoid arthritis,Ibuprofen,Nervousness
Rheumatoid arthritis,Ibuprofen,Neuralgia
Rheumatoid arthritis,Ibuprofen,Neuritis
Rheumatoid arthritis,Ibuprofen,Neutropenia
Rheumatoid arthritis,Ibuprofen,Oedema
Rheumatoid arthritis,Ibuprofen,Oedema peripheral
Rheumatoid arthritis,Ibuprofen,Oesophageal spasm
Rheumatoid arthritis,Ibuprofen,Oesophagitis
Rheumatoid arthritis,Ibuprofen,Oliguria
Rheumatoid arthritis,Ibuprofen,Optic neuritis
Rheumatoid arthritis,Ibuprofen,Palpitations
Rheumatoid arthritis,Ibuprofen,Pancreatitis
Rheumatoid arthritis,Ibuprofen,Pancreatitis acute
Rheumatoid arthritis,Ibuprofen,Pancytopenia
Rheumatoid arthritis,Ibuprofen,Paraesthesia
Rheumatoid arthritis,Ibuprofen,Peptic ulcer
Rheumatoid arthritis,Ibuprofen,Periventricular leukomalacia
Rheumatoid arthritis,Ibuprofen,Pharyngitis
Rheumatoid arthritis,Ibuprofen,Photosensitivity
Rheumatoid arthritis,Ibuprofen,Pneumonia
Rheumatoid arthritis,Ibuprofen,Pneumonia bacterial
Rheumatoid arthritis,Ibuprofen,Pollakiuria
Rheumatoid arthritis,Ibuprofen,Polyuria
Rheumatoid arthritis,Ibuprofen,Proteinuria
Rheumatoid arthritis,Ibuprofen,Pruritus
Rheumatoid arthritis,Ibuprofen,Pulmonary congestion
Rheumatoid arthritis,Ibuprofen,Pulmonary haemorrhage
Rheumatoid arthritis,Ibuprofen,Pulmonary hypertension
Rheumatoid arthritis,Ibuprofen,Purpura
Rheumatoid arthritis,Ibuprofen,Rash
Rheumatoid arthritis,Ibuprofen,Rectal haemorrhage
Rheumatoid arthritis,Ibuprofen,Renal failure
Rheumatoid arthritis,Ibuprofen,Renal failure acute
Rheumatoid arthritis,Ibuprofen,Renal impairment
Rheumatoid arthritis,Ibuprofen,Renal papillary necrosis
Rheumatoid arthritis,Ibuprofen,Renal tubular necrosis
Rheumatoid arthritis,Ibuprofen,Respiratory depression
Rheumatoid arthritis,Ibuprofen,Respiratory failure
Rheumatoid arthritis,Ibuprofen,Respiratory tract infection
Rheumatoid arthritis,Ibuprofen,Reye's syndrome
Rheumatoid arthritis,Ibuprofen,Rhinitis
Rheumatoid arthritis,Ibuprofen,Scotoma
Rheumatoid arthritis,Ibuprofen,Sepsis
Rheumatoid arthritis,Ibuprofen,Serum sickness
Rheumatoid arthritis,Ibuprofen,Serum urea increased
Rheumatoid arthritis,Ibuprofen,Shallow breathing
Rheumatoid arthritis,Ibuprofen,Shock
Rheumatoid arthritis,Ibuprofen,Sinus bradycardia
Rheumatoid arthritis,Ibuprofen,Sinus tachycardia
Rheumatoid arthritis,Ibuprofen,Sinusitis
Rheumatoid arthritis,Ibuprofen,Skin disorder
Rheumatoid arthritis,Ibuprofen,Skin lesion
Rheumatoid arthritis,Ibuprofen,Slurred speech
Rheumatoid arthritis,Ibuprofen,Somnolence
Rheumatoid arthritis,Ibuprofen,Stevens-Johnson syndrome
Rheumatoid arthritis,Ibuprofen,Stomach ache
Rheumatoid arthritis,Ibuprofen,Stomatitis
Rheumatoid arthritis,Ibuprofen,Sweating
Rheumatoid arthritis,Ibuprofen,Swelling
Rheumatoid arthritis,Ibuprofen,Syncope
Rheumatoid arthritis,Ibuprofen,Tachycardia
Rheumatoid arthritis,Ibuprofen,Teeth clenching
Rheumatoid arthritis,Ibuprofen,Thirst
Rheumatoid arthritis,Ibuprofen,Thrombocytopenia
Rheumatoid arthritis,Ibuprofen,Thrombocytosis
Rheumatoid arthritis,Ibuprofen,Tinnitus
Rheumatoid arthritis,Ibuprofen,Toxic epidermal necrolysis
Rheumatoid arthritis,Ibuprofen,Toxic neuropathy
Rheumatoid arthritis,Ibuprofen,Tremor
Rheumatoid arthritis,Ibuprofen,Ulcer
Rheumatoid arthritis,Ibuprofen,Ulcerative stomatitis
Rheumatoid arthritis,Ibuprofen,Unspecified disorder of skin and subcutaneous tissue
Rheumatoid arthritis,Ibuprofen,Urinary incontinence
Rheumatoid arthritis,Ibuprofen,Urinary retention
Rheumatoid arthritis,Ibuprofen,Urinary tract disorder
Rheumatoid arthritis,Ibuprofen,Urinary tract infection
Rheumatoid arthritis,Ibuprofen,Urine output
Rheumatoid arthritis,Ibuprofen,Urticaria
Rheumatoid arthritis,Ibuprofen,Vasculitis
Rheumatoid arthritis,Ibuprofen,Vasodilation
Rheumatoid arthritis,Ibuprofen,Vertigo
Rheumatoid arthritis,Ibuprofen,Vesiculobullous rash
Rheumatoid arthritis,Ibuprofen,Vision blurred
Rheumatoid arthritis,Ibuprofen,Vision decreased
Rheumatoid arthritis,Ibuprofen,Visual disturbance
Rheumatoid arthritis,Ibuprofen,Visual impairment
Rheumatoid arthritis,Ibuprofen,Vomiting
Rheumatoid arthritis,Ibuprofen,Weight decreased
Rheumatoid arthritis,Ibuprofen,Wheezing
Rheumatoid arthritis,Ibuprofen,Wound haemorrhage
Rheumatoid arthritis,Naproxen,Abdominal discomfort
Rheumatoid arthritis,Naproxen,Abdominal pain
Rheumatoid arthritis,Naproxen,Abscess
Rheumatoid arthritis,Naproxen,Abscess periodontal
Rheumatoid arthritis,Naproxen,Acne
Rheumatoid arthritis,Naproxen,Agranulocytosis
Rheumatoid arthritis,Naproxen,Albuminuria
Rheumatoid arthritis,Naproxen,Alcohol abuse
Rheumatoid arthritis,Naproxen,Alkalosis
Rheumatoid arthritis,Naproxen,Alopecia
Rheumatoid arthritis,Naproxen,Amblyopia
Rheumatoid arthritis,Naproxen,Amnesia
Rheumatoid arthritis,Naproxen,Anaemia
Rheumatoid arthritis,Naproxen,Anaphylactic shock
Rheumatoid arthritis,Naproxen,Anaphylactoid reaction
Rheumatoid arthritis,Naproxen,Angina pectoris
Rheumatoid arthritis,Naproxen,Angiodermatitis
Rheumatoid arthritis,Naproxen,Angioedema
Rheumatoid arthritis,Naproxen,Angiopathy
Rheumatoid arthritis,Naproxen,Anorexia
Rheumatoid arthritis,Naproxen,Anxiety
Rheumatoid arthritis,Naproxen,Aortic valve stenosis
Rheumatoid arthritis,Naproxen,Aphthous stomatitis
Rheumatoid arthritis,Naproxen,Aplastic anaemia
Rheumatoid arthritis,Naproxen,Apnoea
Rheumatoid arthritis,Naproxen,Appetite absent
Rheumatoid arthritis,Naproxen,Arrhythmia
Rheumatoid arthritis,Naproxen,Arthralgia
Rheumatoid arthritis,Naproxen,Arthropathy
Rheumatoid arthritis,Naproxen,Asthenia
Rheumatoid arthritis,Naproxen,Asthma
Rheumatoid arthritis,Naproxen,Bleeding time prolonged
Rheumatoid arthritis,Naproxen,Blister
Rheumatoid arthritis,Naproxen,Blood and lymphatic system disorders
Rheumatoid arthritis,Naproxen,Blood disorder
Rheumatoid arthritis,Naproxen,Blood urea increased
Rheumatoid arthritis,Naproxen,Body temperature increased
Rheumatoid arthritis,Naproxen,Bone disorder
Rheumatoid arthritis,Naproxen,Bone pain
Rheumatoid arthritis,Naproxen,Breast disorder
Rheumatoid arthritis,Naproxen,Breast feeding
Rheumatoid arthritis,Naproxen,Breast neoplasm
Rheumatoid arthritis,Naproxen,Bronchitis
Rheumatoid arthritis,Naproxen,Bundle branch block
Rheumatoid arthritis,Naproxen,Calculus of kidney
Rheumatoid arthritis,Naproxen,Carcinoma
Rheumatoid arthritis,Naproxen,Carcinoma breast
Rheumatoid arthritis,Naproxen,Cardiac disorder
Rheumatoid arthritis,Naproxen,Cardiac failure
Rheumatoid arthritis,Naproxen,Cardiac failure congestive
Rheumatoid arthritis,Naproxen,Cataract
Rheumatoid arthritis,Naproxen,Cellulitis
Rheumatoid arthritis,Naproxen,Cerebration impaired
Rheumatoid arthritis,Naproxen,Chest pain
Rheumatoid arthritis,Naproxen,Chills
Rheumatoid arthritis,Naproxen,Cholecystitis
Rheumatoid arthritis,Naproxen,Cholelithiasis
Rheumatoid arthritis,Naproxen,Cholestasis
Rheumatoid arthritis,Naproxen,Chronic sinusitis
Rheumatoid arthritis,Naproxen,Cognitive impairment
Rheumatoid arthritis,Naproxen,Colitis
Rheumatoid arthritis,Naproxen,Colitis ulcerative
Rheumatoid arthritis,Naproxen,Coma
Rheumatoid arthritis,Naproxen,Confusional state
Rheumatoid arthritis,Naproxen,Conjunctivitis
Rheumatoid arthritis,Naproxen,Connective tissue disorder
Rheumatoid arthritis,Naproxen,Constipation
Rheumatoid arthritis,Naproxen,Convulsion
Rheumatoid arthritis,Naproxen,Coordination abnormal
Rheumatoid arthritis,Naproxen,Corneal opacity
Rheumatoid arthritis,Naproxen,Coronary artery disease
Rheumatoid arthritis,Naproxen,Cough increased
Rheumatoid arthritis,Naproxen,Cramp muscle
Rheumatoid arthritis,Naproxen,Crohn's disease
Rheumatoid arthritis,Naproxen,Cystitis
Rheumatoid arthritis,Naproxen,Dehydration
Rheumatoid arthritis,Naproxen,Depression
Rheumatoid arthritis,Naproxen,Dermatitis contact
Rheumatoid arthritis,Naproxen,Dermatitis exfoliative
Rheumatoid arthritis,Naproxen,Diabetes mellitus
Rheumatoid arthritis,Naproxen,Diarrhoea
Rheumatoid arthritis,Naproxen,Diplopia
Rheumatoid arthritis,Naproxen,Disorientation
Rheumatoid arthritis,Naproxen,Diverticulitis
Rheumatoid arthritis,Naproxen,Dizziness
Rheumatoid arthritis,Naproxen,Drowsiness
Rheumatoid arthritis,Naproxen,Dry mouth
Rheumatoid arthritis,Naproxen,Dry skin
Rheumatoid arthritis,Naproxen,Dyspepsia
Rheumatoid arthritis,Naproxen,Dysphagia
Rheumatoid arthritis,Naproxen,Dyspnoea
Rheumatoid arthritis,Naproxen,Dysuria
Rheumatoid arthritis,Naproxen,Ear and labyrinth disorders
Rheumatoid arthritis,Naproxen,Ear disorder
Rheumatoid arthritis,Naproxen,Ecchymosis
Rheumatoid arthritis,Naproxen,Eczema
Rheumatoid arthritis,Naproxen,Electrocardiogram abnormal
Rheumatoid arthritis,Naproxen,Enlargement abdomen
Rheumatoid arthritis,Naproxen,Eosinophilia
Rheumatoid arthritis,Naproxen,Epidermolysis bullosa
Rheumatoid arthritis,Naproxen,Epigastric pain
Rheumatoid arthritis,Naproxen,Epistaxis
Rheumatoid arthritis,Naproxen,Eructation
Rheumatoid arthritis,Naproxen,Eruption
Rheumatoid arthritis,Naproxen,Erythema multiforme
Rheumatoid arthritis,Naproxen,Erythema nodosum
Rheumatoid arthritis,Naproxen,Eye disorder
Rheumatoid arthritis,Naproxen,Eye pain
Rheumatoid arthritis,Naproxen,Fatigue
Rheumatoid arthritis,Naproxen,Fixed drug eruption
Rheumatoid arthritis,Naproxen,Flatulence
Rheumatoid arthritis,Naproxen,Gastric ulcer
Rheumatoid arthritis,Naproxen,Gastritis
Rheumatoid arthritis,Naproxen,Gastroenteritis
Rheumatoid arthritis,Naproxen,Gastrointestinal haemorrhage
Rheumatoid arthritis,Naproxen,Glossitis
Rheumatoid arthritis,Naproxen,Glycosuria
Rheumatoid arthritis,Naproxen,Haematemesis
Rheumatoid arthritis,Naproxen,Haematochezia
Rheumatoid arthritis,Naproxen,Haematuria
Rheumatoid arthritis,Naproxen,Haemolytic anaemia
Rheumatoid arthritis,Naproxen,Haemorrhage
Rheumatoid arthritis,Naproxen,Hallucination
Rheumatoid arthritis,Naproxen,Headache
Rheumatoid arthritis,Naproxen,Hearing impaired
Rheumatoid arthritis,Naproxen,Heartburn
Rheumatoid arthritis,Naproxen,Hepatic enzyme increased
Rheumatoid arthritis,Naproxen,Hepatic failure
Rheumatoid arthritis,Naproxen,Hepatitis
Rheumatoid arthritis,Naproxen,Hepatobiliary disease
Rheumatoid arthritis,Naproxen,Hepatosplenomegaly
Rheumatoid arthritis,Naproxen,Herpes simplex
Rheumatoid arthritis,Naproxen,Herpes zoster
Rheumatoid arthritis,Naproxen,Hypercholesterolaemia
Rheumatoid arthritis,Naproxen,Hyperglycaemia
Rheumatoid arthritis,Naproxen,Hyperkalaemia
Rheumatoid arthritis,Naproxen,Hypersensitivity
Rheumatoid arthritis,Naproxen,Hypertension
Rheumatoid arthritis,Naproxen,Hypertonia
Rheumatoid arthritis,Naproxen,Hyperuricaemia
Rheumatoid arthritis,Naproxen,Hypoglycaemia
Rheumatoid arthritis,Naproxen,Hypokalaemia
Rheumatoid arthritis,Naproxen,Hypotension
Rheumatoid arthritis,Naproxen,Immune system disorder
Rheumatoid arthritis,Naproxen,Infection
Rheumatoid arthritis,Naproxen,Infertility
Rheumatoid arthritis,Naproxen,Infertility female
Rheumatoid arthritis,Naproxen,Inflammation
Rheumatoid arthritis,Naproxen,Inflammatory bowel disease
Rheumatoid arthritis,Naproxen,Influenza
Rheumatoid arthritis,Naproxen,Influenza-like symptoms
Rheumatoid arthritis,Naproxen,Insomnia
Rheumatoid arthritis,Naproxen,Jaundice
Rheumatoid arthritis,Naproxen,Keratoconjunctivitis
Rheumatoid arthritis,Naproxen,Kidney function abnormal
Rheumatoid arthritis,Naproxen,Lacrimal disorder
Rheumatoid arthritis,Naproxen,Laryngitis
Rheumatoid arthritis,Naproxen,Leukopenia
Rheumatoid arthritis,Naproxen,Lichen planus
Rheumatoid arthritis,Naproxen,Lightheadedness
Rheumatoid arthritis,Naproxen,Liver function test abnormal
Rheumatoid arthritis,Naproxen,Lung disorder
Rheumatoid arthritis,Naproxen,Lupus erythematosus
Rheumatoid arthritis,Naproxen,Lymphadenopathy
Rheumatoid arthritis,Naproxen,Malaise
Rheumatoid arthritis,Naproxen,Malnutrition
Rheumatoid arthritis,Naproxen,Mediastinal disorder
Rheumatoid arthritis,Naproxen,Melaena
Rheumatoid arthritis,Naproxen,Meningitis aseptic
Rheumatoid arthritis,Naproxen,Menorrhagia
Rheumatoid arthritis,Naproxen,Menstrual disorder
Rheumatoid arthritis,Naproxen,Mental disorder
Rheumatoid arthritis,Naproxen,Metabolic acidosis
Rheumatoid arthritis,Naproxen,Metrorrhagia
Rheumatoid arthritis,Naproxen,Migraine
Rheumatoid arthritis,Naproxen,Mood swings
Rheumatoid arthritis,Naproxen,Mouth ulceration
Rheumatoid arthritis,Naproxen,Mucous membrane disorder
Rheumatoid arthritis,Naproxen,Muscle spasms
Rheumatoid arthritis,Naproxen,Muscular weakness
Rheumatoid arthritis,Naproxen,Myalgia
Rheumatoid arthritis,Naproxen,Myasthenia
Rheumatoid arthritis,Naproxen,Myocardial infarction
Rheumatoid arthritis,Naproxen,Nail disorder
Rheumatoid arthritis,Naproxen,Nasal polyps
Rheumatoid arthritis,Naproxen,Nausea
Rheumatoid arthritis,Naproxen,Neck pain
Rheumatoid arthritis,Naproxen,Neck stiffness
Rheumatoid arthritis,Naproxen,Necrolysis epidermal
Rheumatoid arthritis,Naproxen,Necrosis
Rheumatoid arthritis,Naproxen,Neoplasm skin
Rheumatoid arthritis,Naproxen,Nephritic syndrome
Rheumatoid arthritis,Naproxen,Nephritis
Rheumatoid arthritis,Naproxen,Nephritis interstitial
Rheumatoid arthritis,Naproxen,Nephropathy
Rheumatoid arthritis,Naproxen,Nephrosclerosis
Rheumatoid arthritis,Naproxen,Nephrotic syndrome
Rheumatoid arthritis,Naproxen,Nervous system disorder
Rheumatoid arthritis,Naproxen,Nervousness
Rheumatoid arthritis,Naproxen,Neuralgia
Rheumatoid arthritis,Naproxen,Neuritis
Rheumatoid arthritis,Naproxen,Neuritis retrobulbar
Rheumatoid arthritis,Naproxen,Nocturia
Rheumatoid arthritis,Naproxen,Oedema
Rheumatoid arthritis,Naproxen,Oedema peripheral
Rheumatoid arthritis,Naproxen,Oesophageal achalasia
Rheumatoid arthritis,Naproxen,Oesophageal ulcer
Rheumatoid arthritis,Naproxen,Oesophagitis
Rheumatoid arthritis,Naproxen,Oliguria
Rheumatoid arthritis,Naproxen,Optic neuritis
Rheumatoid arthritis,Naproxen,Otitis media
Rheumatoid arthritis,Naproxen,Pain
Rheumatoid arthritis,Naproxen,Palpitations
Rheumatoid arthritis,Naproxen,Pancreatitis
Rheumatoid arthritis,Naproxen,Pancytopenia
Rheumatoid arthritis,Naproxen,Papilloedema
Rheumatoid arthritis,Naproxen,Paraesthesia
Rheumatoid arthritis,Naproxen,Paralysis
Rheumatoid arthritis,Naproxen,Peptic ulcer
Rheumatoid arthritis,Naproxen,Pharyngitis
Rheumatoid arthritis,Naproxen,Photosensitivity
Rheumatoid arthritis,Naproxen,Photosensitivity reaction
Rheumatoid arthritis,Naproxen,Pneumonia
Rheumatoid arthritis,Naproxen,Pollakiuria
Rheumatoid arthritis,Naproxen,Polyuria
Rheumatoid arthritis,Naproxen,Porphyria cutanea tarda
Rheumatoid arthritis,Naproxen,Porphyrin metabolism disorder
Rheumatoid arthritis,Naproxen,Prostatic disorder
Rheumatoid arthritis,Naproxen,Proteinuria
Rheumatoid arthritis,Naproxen,Pruritus
Rheumatoid arthritis,Naproxen,Pseudoporphyria
Rheumatoid arthritis,Naproxen,Pulmonary eosinophilia
Rheumatoid arthritis,Naproxen,Pulmonary oedema
Rheumatoid arthritis,Naproxen,Purpura
Rheumatoid arthritis,Naproxen,Pyelonephritis
Rheumatoid arthritis,Naproxen,Pyuria
Rheumatoid arthritis,Naproxen,Rash
Rheumatoid arthritis,Naproxen,Reaction gastrointestinal
Rheumatoid arthritis,Naproxen,Rectal disorder
Rheumatoid arthritis,Naproxen,Rectal haemorrhage
Rheumatoid arthritis,Naproxen,Red blood cell abnormality
Rheumatoid arthritis,Naproxen,Redness
Rheumatoid arthritis,Naproxen,Renal failure
Rheumatoid arthritis,Naproxen,Renal pain
Rheumatoid arthritis,Naproxen,Renal papillary necrosis
Rheumatoid arthritis,Naproxen,Renal tubular necrosis
Rheumatoid arthritis,Naproxen,Respiratory depression
Rheumatoid arthritis,Naproxen,Respiratory distress
Rheumatoid arthritis,Naproxen,Rhinitis
Rheumatoid arthritis,Naproxen,Scleritis
Rheumatoid arthritis,Naproxen,Sepsis
Rheumatoid arthritis,Naproxen,Serum creatinine increased
Rheumatoid arthritis,Naproxen,Sinusitis
Rheumatoid arthritis,Naproxen,Skin fragility
Rheumatoid arthritis,Naproxen,Skin necrosis
Rheumatoid arthritis,Naproxen,Skin ulcer
Rheumatoid arthritis,Naproxen,Somnolence
Rheumatoid arthritis,Naproxen,Stevens-Johnson syndrome
Rheumatoid arthritis,Naproxen,Stomach ache
Rheumatoid arthritis,Naproxen,Stomatitis
Rheumatoid arthritis,Naproxen,Subcutaneous nodule
Rheumatoid arthritis,Naproxen,Subdural haematoma
Rheumatoid arthritis,Naproxen,Sunburn
Rheumatoid arthritis,Naproxen,Sweating
Rheumatoid arthritis,Naproxen,Swelling
Rheumatoid arthritis,Naproxen,Syncope
Rheumatoid arthritis,Naproxen,Systemic lupus erythematosus
Rheumatoid arthritis,Naproxen,Tachycardia
Rheumatoid arthritis,Naproxen,Tenderness
Rheumatoid arthritis,Naproxen,Tendon disorder
Rheumatoid arthritis,Naproxen,Thirst
Rheumatoid arthritis,Naproxen,Throat sore
Rheumatoid arthritis,Naproxen,Thrombocytopenia
Rheumatoid arthritis,Naproxen,Thrombophlebitis
Rheumatoid arthritis,Naproxen,Tinnitus
Rheumatoid arthritis,Naproxen,Tooth disorder
Rheumatoid arthritis,Naproxen,Toxic epidermal necrolysis
Rheumatoid arthritis,Naproxen,Tremor
Rheumatoid arthritis,Naproxen,Ulcer
Rheumatoid arthritis,Naproxen,Ulcerative stomatitis
Rheumatoid arthritis,Naproxen,Unspecified disorder of skin and subcutaneous tissue
Rheumatoid arthritis,Naproxen,Urinary incontinence
Rheumatoid arthritis,Naproxen,Urinary retention
Rheumatoid arthritis,Naproxen,Urinary tract disorder
Rheumatoid arthritis,Naproxen,Urinary tract infection
Rheumatoid arthritis,Naproxen,Urine abnormality
Rheumatoid arthritis,Naproxen,Urticaria
Rheumatoid arthritis,Naproxen,Urticaria chronic
Rheumatoid arthritis,Naproxen,Uterine spasm
Rheumatoid arthritis,Naproxen,Vaginal inflammation
Rheumatoid arthritis,Naproxen,Vascular anomaly
Rheumatoid arthritis,Naproxen,Vasculitis
Rheumatoid arthritis,Naproxen,Vasodilation
Rheumatoid arthritis,Naproxen,Vertigo
Rheumatoid arthritis,Naproxen,Vision blurred
Rheumatoid arthritis,Naproxen,Visual disturbance
Rheumatoid arthritis,Naproxen,Vomiting
Rheumatoid arthritis,Naproxen,WBC abnormal NOS
Rheumatoid arthritis,Naproxen,Weight decreased
Rheumatoid arthritis,Naproxen,Wheezing
Rheumatoid arthritis,Aspirin,Acidemia
Rheumatoid arthritis,Aspirin,Anaemia
Rheumatoid arthritis,Aspirin,Anaphylactic shock
Rheumatoid arthritis,Aspirin,Angioedema
Rheumatoid arthritis,Aspirin,Arthritic pains
Rheumatoid arthritis,Aspirin,Asthma
Rheumatoid arthritis,Aspirin,Breast feeding
Rheumatoid arthritis,Aspirin,Chest discomfort
Rheumatoid arthritis,Aspirin,Clotting
Rheumatoid arthritis,Aspirin,Coma
Rheumatoid arthritis,Aspirin,Confusional state
Rheumatoid arthritis,Aspirin,Contusion
Rheumatoid arthritis,Aspirin,Convulsion
Rheumatoid arthritis,Aspirin,Diabetes mellitus
Rheumatoid arthritis,Aspirin,Diabetic
Rheumatoid arthritis,Aspirin,Diarrhoea
Rheumatoid arthritis,Aspirin,Diuresis
Rheumatoid arthritis,Aspirin,Drowsiness
Rheumatoid arthritis,Aspirin,Dyspepsia
Rheumatoid arthritis,Aspirin,Dyspnoea
Rheumatoid arthritis,Aspirin,Ear buzzing
Rheumatoid arthritis,Aspirin,Eruption
Rheumatoid arthritis,Aspirin,Excitement
Rheumatoid arthritis,Aspirin,Flu symptoms
Rheumatoid arthritis,Aspirin,Flushing
Rheumatoid arthritis,Aspirin,Gastric irritation
Rheumatoid arthritis,Aspirin,Gastrointestinal haemorrhage
Rheumatoid arthritis,Aspirin,Gout
Rheumatoid arthritis,Aspirin,Haematemesis
Rheumatoid arthritis,Aspirin,Haemorrhage
Rheumatoid arthritis,Aspirin,Haemorrhagic disorder
Rheumatoid arthritis,Aspirin,Hearing impaired
Rheumatoid arthritis,Aspirin,Heartburn
Rheumatoid arthritis,Aspirin,Hepatotoxicity
Rheumatoid arthritis,Aspirin,High cholesterol
Rheumatoid arthritis,Aspirin,Hypersensitivity
Rheumatoid arthritis,Aspirin,Hypertension
Rheumatoid arthritis,Aspirin,Hypoglycaemia
Rheumatoid arthritis,Aspirin,Hypokalaemia
Rheumatoid arthritis,Aspirin,Kidney function abnormal
Rheumatoid arthritis,Aspirin,Leukopenia
Rheumatoid arthritis,Aspirin,Lightheadedness
Rheumatoid arthritis,Aspirin,Liver disorder
Rheumatoid arthritis,Aspirin,Melaena
Rheumatoid arthritis,Aspirin,Metabolic acidosis
Rheumatoid arthritis,Aspirin,Nausea
Rheumatoid arthritis,Aspirin,Peptic ulcer
Rheumatoid arthritis,Aspirin,Pruritus
Rheumatoid arthritis,Aspirin,Purpura
Rheumatoid arthritis,Aspirin,Rash
Rheumatoid arthritis,Aspirin,Respiratory alkalosis
Rheumatoid arthritis,Aspirin,Respiratory failure
Rheumatoid arthritis,Aspirin,Reye's syndrome
Rheumatoid arthritis,Aspirin,Sweating
Rheumatoid arthritis,Aspirin,Syncope
